rewrite,nom_ville,nbre_car
crevechamps,Crévéchamps,11
crevic,Crévic,6
crezilles,Crézilles,9
crion,Crion,5
croismare,Croismare,9
crusnes,Crusnes,7
custines,Custines,8
cutry,Cutry,5
damelevieres,Damelevières,12
dampvitoux,Dampvitoux,10
deneuvre,Deneuvre,8
deuxville,Deuxville,9
diarville,Diarville,9
dieulouard,Dieulouard,10
dolcourt,Dolcourt,8
dombasle-sur-meurthe,Dombasle-sur-Meurthe,20
domevre-en-haye,Domèvre-en-Haye,15
domevre-sur-vezouze,Domèvre-sur-Vezouze,19
domgermain,Domgermain,10
domjevin,Domjevin,8
dommarie-eulmont,Dommarie-Eulmont,16
dommartemont,Dommartemont,12
dommartin-la-chaussee,Dommartin-la-Chaussée,21
dommartin-les-toul,Dommartin-lès-Toul,18
dommartin-sous-amance,Dommartin-sous-Amance,21
domprix,Domprix,7
domptail-en-l-air,Domptail-en-l'Air,17
doncourt-les-conflans,Doncourt-lès-Conflans,21
doncourt-les-longuyon,Doncourt-lès-Longuyon,21
drouville,Drouville,9
ecrouves,Ecrouves,8
einvaux,Einvaux,7
einville-au-jard,Einville-au-Jard,16
embermenil,Emberménil,10
epiez-sur-chiers,Epiez-sur-Chiers,16
eply,Eply,4
erbeviller-sur-amezule,Erbéviller-sur-Amezule,22
errouville,Errouville,10
essey-et-maizerais,Essey-et-Maizerais,18
essey-la-cote,Essey-la-Côte,13
essey-les-nancy,Essey-lès-Nancy,15
etreval,Etreval,7
eulmont,Eulmont,7
euvezin,Euvezin,7
faulx,Faulx,5
favieres,Favières,8
fecocourt,Fécocourt,9
fenneviller,Fenneviller,11
ferrieres,Ferrières,9
fey-en-haye,Fey-en-Haye,11
fillieres,Fillières,9
flainval,Flainval,8
flavigny-sur-moselle,Flavigny-sur-Moselle,20
fleville-devant-nancy,Fléville-devant-Nancy,21
fleville-lixieres,Fléville-Lixières,17
flin,Flin,4
flirey,Flirey,6
fontenoy-la-joute,Fontenoy-la-Joûte,17
fontenoy-sur-moselle,Fontenoy-sur-Moselle,20
forcelles-saint-gorgon,Forcelles-Saint-Gorgon,22
forcelles-sous-gugney,Forcelles-sous-Gugney,21
foug,Foug,4
fraimbois,Fraimbois,9
fraisnes-en-saintois,Fraisnes-en-Saintois,20
francheville,Francheville,12
franconville,Franconville,12
fremenil,Fréménil,8
fremonville,Frémonville,11
fresnois-la-montagne,Fresnois-la-Montagne,20
friauville,Friauville,10
frolois,Frolois,7
frouard,Frouard,7
froville,Froville,8
gelacourt,Gélacourt,9
gelaucourt,Gélaucourt,10
gellenoncourt,Gellenoncourt,13
gemonville,Gémonville,10
gerbecourt-et-haplemont,Gerbécourt-et-Haplemont,23
gerbeviller,Gerbéviller,11
germiny,Germiny,7
germonville,Germonville,11
gezoncourt,Gézoncourt,10
gibeaumeix,Gibeaumeix,10
giraumont,Giraumont,9
giriviller,Giriviller,10
glonville,Glonville,9
gogney,Gogney,6
gondrecourt-aix,Gondrecourt-Aix,15
gondreville,Gondreville,11
gondrexon,Gondrexon,9
gorcy,Gorcy,5
goviller,Goviller,8
grand-failly,Grand-Failly,12
grimonviller,Grimonviller,12
gripport,Gripport,8
griscourt,Griscourt,9
grosrouvres,Grosrouvres,11
gugney,Gugney,6
gye,Gye,3
hablainville,Hablainville,12
hageville,Hagéville,9
haigneville,Haigneville,11
halloville,Halloville,10
hammeville,Hammeville,10
hamonville,Hamonville,10
han-devant-pierrepont,Han-devant-Pierrepont,21
hannonville-suzemont,Hannonville-Suzémont,20
haraucourt,Haraucourt,10
harbouey,Harbouey,8
haroue,Haroué,6
hatrize,Hatrize,7
haucourt-moulaine,Haucourt-Moulaine,17
haudonville,Haudonville,11
haussonville,Haussonville,12
heillecourt,Heillecourt,11
henamenil,Hénaménil,9
herbeviller,Herbéviller,11
herimenil,Hériménil,9
herserange,Herserange,10
hoeville,Hoéville,8
homecourt,Homécourt,9
houdelmont,Houdelmont,10
houdemont,Houdemont,9
houdreville,Houdreville,11
housseville,Housséville,11
hudiviller,Hudiviller,10
hussigny-godbrange,Hussigny-Godbrange,18
igney,Igney,5
jaillon,Jaillon,7
jarny,Jarny,5
jarville-la-malgrange,Jarville-la-Malgrange,21
jaulny,Jaulny,6
jeandelaincourt,Jeandelaincourt,15
jeandelize,Jeandelize,10
jevoncourt,Jevoncourt,10
jezainville,Jezainville,11
joeuf,Joeuf,5
jolivet,Jolivet,7
joppecourt,Joppécourt,10
jouaville,Jouaville,9
joudreville,Joudreville,11
juvrecourt,Juvrecourt,10
labry,Labry,5
lachapelle,Lachapelle,10
lagney,Lagney,6
laitre-sous-amance,Laître-sous-Amance,18
laix,Laix,4
laloeuf,Laloeuf,7
lamath,Lamath,6
landecourt,Landécourt,10
landremont,Landremont,10
landres,Landres,7
laneuvelotte,Laneuvelotte,12
laneuveville-aux-bois,Laneuveville-aux-Bois,21
laneuveville-derriere-foug,Laneuveville-derrière-Foug,26
laneuveville-devant-bayon,Laneuveville-devant-Bayon,25
laneuveville-devant-nancy,Laneuveville-devant-Nancy,25
lanfroicourt,Lanfroicourt,12
lantefontaine,Lantéfontaine,13
laronxe,Laronxe,7
laxou,Laxou,5
lay-saint-christophe,Lay-Saint-Christophe,20
lay-saint-remy,Lay-Saint-Remy,14
lebeuville,Lebeuville,10
leintrey,Leintrey,8
lemainville,Lemainville,11
lemenil-mitry,Leménil-Mitry,13
lenoncourt,Lenoncourt,10
les-baroches,"Les Baroches",12
lesmenils,Lesménils,9
letricourt,Létricourt,10
lexy,Lexy,4
leyr,Leyr,4
limey-remenauville,Limey-Remenauville,18
lironville,Lironville,10
liverdun,Liverdun,8
loisy,Loisy,5
longlaville,Longlaville,11
longuyon,Longuyon,8
longwy,Longwy,6
lorey,Lorey,5
loromontzey,Loromontzey,11
lubey,Lubey,5
lucey,Lucey,5
ludres,Ludres,6
luneville,Lunéville,9
lupcourt,Lupcourt,8
magnieres,Magnières,9
maidieres,Maidières,9
mailly-sur-seille,Mailly-sur-Seille,17
mairy-mainville,Mairy-Mainville,15
maixe,Maixe,5
maizieres,Maizières,9
malavillers,Malavillers,11
malleloy,Malleloy,8
malzeville,Malzéville,10
mamey,Mamey,5
mance,Mance,5
mancieulles,Mancieulles,11
mandres-aux-quatre-tours,Mandres-aux-Quatre-Tours,24
mangonville,Mangonville,11
manoncourt-en-vermois,Manoncourt-en-Vermois,21
manoncourt-en-woevre,Manoncourt-en-Woëvre,20
manonville,Manonville,10
manonviller,Manonviller,11
marainviller,Marainviller,12
marbache,Marbache,8
maron,Maron,5
mars-la-tour,Mars-la-Tour,12
marthemont,Marthemont,10
martincourt,Martincourt,11
mattexey,Mattexey,8
maxeville,Maxéville,9
mazerulles,Mazerulles,10
mehoncourt,Méhoncourt,10
menil-la-tour,Ménil-la-Tour,13
mercy-le-bas,Mercy-le-Bas,12
mercy-le-haut,Mercy-le-Haut,13
mereville,Méréville,9
merviller,Merviller,9
messein,Messein,7
mexy,Mexy,4
migneville,Mignéville,10
millery,Millery,7
minorville,Minorville,10
moineville,Moineville,10
moivrons,Moivrons,8
moncel-les-luneville,Moncel-lès-Lunéville,20
moncel-sur-seille,Moncel-sur-Seille,17
mont-bonvillers,Mont-Bonvillers,15
mont-l-etroit,Mont-l'Etroit,13
mont-le-vignoble,Mont-le-Vignoble,16
mont-saint-martin,Mont-Saint-Martin,17
mont-sur-meurthe,Mont-sur-Meurthe,16
montauville,Montauville,11
montenoy,Montenoy,8
montigny,Montigny,8
montigny-sur-chiers,Montigny-sur-Chiers,19
montreux,Montreux,8
morfontaine,Morfontaine,11
moriviller,Moriviller,10
morville-sur-seille,Morville-sur-Seille,19
mouacourt,Mouacourt,9
mouaville,Mouaville,9
mousson,Mousson,7
moutiers,Moutiers,8
moutrot,Moutrot,7
moyen,Moyen,5
murville,Murville,8
nancy,Nancy,5
neufmaisons,Neufmaisons,11
neuves-maisons,Neuves-Maisons,14
neuviller-les-badonviller,Neuviller-lès-Badonviller,25
neuviller-sur-moselle,Neuviller-sur-Moselle,21
nomeny,Nomeny,6
nonhigny,Nonhigny,8
norroy-le-sec,Norroy-le-Sec,13
norroy-les-pont-a-mousson,Norroy-lès-Pont-à-Mousson,25
noviant-aux-pres,Noviant-aux-Prés,16
ochey,Ochey,5
ogeviller,Ogéviller,9
ogneville,Ognéville,9
olley,Olley,5
omelmont,Omelmont,8
onville,Onville,7
ormes-et-ville,Ormes-et-Ville,14
othe,Othe,4
ozerailles,Ozerailles,10
pagney-derriere-barine,Pagney-derrière-Barine,22
pagny-sur-moselle,Pagny-sur-Moselle,17
pannes,Pannes,6
parey-saint-cesaire,Parey-Saint-Césaire,19
parroy,Parroy,6
parux,Parux,5
petit-failly,Petit-Failly,12
petitmont,Petitmont,9
pettonville,Pettonville,11
pexonne,Pexonne,7
phlin,Phlin,5
piennes,Piennes,7
pierre-la-treiche,Pierre-la-Treiche,17
pierre-percee,Pierre-Percée,13
pierrepont,Pierrepont,10
pierreville,Pierreville,11
pompey,Pompey,6
pont-a-mousson,Pont-à-Mousson,14
pont-saint-vincent,Pont-Saint-Vincent,18
port-sur-seille,Port-sur-Seille,15
praye,Praye,5
preny,Prény,5
preutin-higny,Preutin-Higny,13
pulligny,Pulligny,8
pulney,Pulney,6
pulnoy,Pulnoy,6
puxe,Puxe,4
puxieux,Puxieux,7
quevilloncourt,Quevilloncourt,14
raon-les-leau,Raon-lès-Leau,13
raucourt,Raucourt,8
raville-sur-sanon,Raville-sur-Sânon,17
rechicourt-la-petite,Réchicourt-la-Petite,20
reclonville,Réclonville,11
rehainviller,Rehainviller,12
reherrey,Reherrey,8
rehon,Réhon,5
reillon,Reillon,7
rembercourt-sur-mad,Rembercourt-sur-Mad,19
remenoville,Remenoville,11
remereville,Réméréville,11
remoncourt,Remoncourt,10
repaix,Repaix,6
richardmenil,Richardménil,12
rogeville,Rogéville,9
romain,Romain,6
rosieres-aux-salines,Rosières-aux-Salines,20
rosieres-en-haye,Rosières-en-Haye,16
rouves,Rouves,6
roville-devant-bayon,Roville-devant-Bayon,20
royaumeix,Royaumeix,9
rozelieures,Rozelieures,11
saffais,Saffais,7
saint-ail,Saint-Ail,9
saint-baussant,Saint-Baussant,14
saint-boingt,Saint-Boingt,12
saint-clement,Saint-Clément,13
saint-firmin,Saint-Firmin,12
saint-germain,Saint-Germain,13
saint-jean-les-longuyon,Saint-Jean-lès-Longuyon,23
saint-julien-les-gorze,Saint-Julien-lès-Gorze,22
saint-marcel,Saint-Marcel,12
saint-mard,Saint-Mard,10
saint-martin,Saint-Martin,12
saint-maurice-aux-forges,Saint-Maurice-aux-Forges,24
saint-max,Saint-Max,9
saint-nicolas-de-port,Saint-Nicolas-de-Port,21
saint-pancre,Saint-Pancré,12
saint-remimont,Saint-Remimont,14
saint-remy-aux-bois,Saint-Rémy-aux-Bois,19
saint-sauveur,Saint-Sauveur,13
saint-supplet,Saint-Supplet,13
sainte-genevieve,Sainte-Geneviève,16
sainte-pole,Sainte-Pôle,11
saizerais,Saizerais,9
sancy,Sancy,5
sanzey,Sanzey,6
saulnes,Saulnes,7
saulxerotte,Saulxerotte,11
saulxures-les-nancy,Saulxures-lès-Nancy,19
saulxures-les-vannes,Saulxures-lès-Vannes,20
saxon-sion,Saxon-Sion,10
seichamps,Seichamps,9
seicheprey,Seicheprey,10
selaincourt,Selaincourt,11
seranville,Seranville,10
serres,Serres,6
serrouville,Serrouville,11
sexey-aux-forges,Sexey-aux-Forges,16
sexey-les-bois,Sexey-les-Bois,14
sionviller,Sionviller,10
sivry,Sivry,5
sommerviller,Sommerviller,12
sorneville,Sornéville,10
sponville,Sponville,9
tanconville,Tanconville,11
tantonville,Tantonville,11
tellancourt,Tellancourt,11
thelod,Thélod,6
they-sous-vaudemont,They-sous-Vaudemont,19
thezey-saint-martin,Thézey-Saint-Martin,19
thiaucourt-regnieville,Thiaucourt-Regniéville,22
thiaville-sur-meurthe,Thiaville-sur-Meurthe,21
thiebaumenil,Thiébauménil,12
thil,Thil,4
thorey-lyautey,Thorey-Lyautey,14
thuilley-aux-groseilles,Thuilley-aux-Groseilles,23
thumereville,Thumeréville,12
tiercelet,Tiercelet,9
tomblaine,Tomblaine,9
tonnoy,Tonnoy,6
toul,Toul,4
tramont-emy,Tramont-Emy,11
tramont-lassus,Tramont-Lassus,14
tramont-saint-andre,Tramont-Saint-André,19
tremblecourt,Tremblecourt,12
trieux,Trieux,6
trondes,Trondes,7
tronville,Tronville,9
tucquegnieux,Tucquegnieux,12
ugny,Ugny,4
uruffe,Uruffe,6
vacqueville,Vacqueville,11
val-et-chatillon,Val-et-Châtillon,16
valhey,Valhey,6
valleroy,Valleroy,8
vallois,Vallois,7
vandelainville,Vandelainville,14
vandeleville,Vandeléville,12
vandieres,Vandières,9
vandoeuvre-les-nancy,Vandoeuvre-lès-Nancy,20
vannes-le-chatel,Vannes-le-Châtel,16
varangeville,Varangéville,12
vathimenil,Vathiménil,10
vaucourt,Vaucourt,8
vaudemont,Vaudémont,9
vaudeville,Vaudeville,10
vaudigny,Vaudigny,8
vaxainville,Vaxainville,11
veho,Vého,4
velaine-en-haye,Velaine-en-Haye,15
velaine-sous-amance,Velaine-sous-Amance,19
velle-sur-moselle,Velle-sur-Moselle,17
veney,Veney,5
vennezey,Vennezey,8
verdenal,Verdenal,8
vezelise,Vézelise,8
vieville-en-haye,Viéville-en-Haye,16
vigneulles,Vigneulles,10
vilcey-sur-trey,Vilcey-sur-Trey,15
villacourt,Villacourt,10
ville-au-montois,Ville-au-Montois,16
ville-au-val,Ville-au-Val,12
ville-en-vermois,Ville-en-Vermois,16
ville-houdlemont,Ville-Houdlémont,16
ville-sur-yron,Ville-sur-Yron,14
villecey-sur-mad,Villecey-sur-Mad,16
villers-en-haye,Villers-en-Haye,15
villers-la-chevre,Villers-la-Chèvre,17
villers-la-montagne,Villers-la-Montagne,19
villers-le-rond,Villers-le-Rond,15
villers-les-moivrons,Villers-lès-Moivrons,20
villers-les-nancy,Villers-lès-Nancy,17
villers-sous-preny,Villers-sous-Prény,18
villerupt,Villerupt,9
villette,Villette,8
villey-le-sec,Villey-le-Sec,13
villey-saint-etienne,Villey-Saint-Etienne,20
virecourt,Virecourt,9
viterne,Viterne,7
vitrey,Vitrey,6
vitrimont,Vitrimont,9
vittonville,Vittonville,11
viviers-sur-chiers,Viviers-sur-Chiers,18
voinemont,Voinémont,9
vroncourt,Vroncourt,9
waville,Waville,7
xammes,Xammes,6
xermamenil,Xermaménil,10
xeuilley,Xeuilley,8
xirocourt,Xirocourt,9
xivry-circourt,Xivry-Circourt,14
xonville,Xonville,8
xousse,Xousse,6
xures,Xures,5
abainville,Abainville,10
abaucourt-hautecourt,Abaucourt-Hautecourt,20
aincreville,Aincreville,11
amanty,Amanty,6
ambly-sur-meuse,Ambly-sur-Meuse,15
amel-sur-l-etang,Amel-sur-l'Etang,16
ancemont,Ancemont,8
ancerville,Ancerville,10
andernay,Andernay,8
apremont-la-foret,Apremont-la-Forêt,17
arrancy-sur-crusne,Arrancy-sur-Crusne,18
aubreville,Aubréville,10
aulnois-en-perthois,Aulnois-en-Perthois,19
autrecourt-sur-aire,Autrécourt-sur-Aire,19
autreville-saint-lambert,Autréville-Saint-Lambert,24
avillers-sainte-croix,Avillers-Sainte-Croix,21
avioth,Avioth,6
avocourt,Avocourt,8
azannes-et-soumazannes,Azannes-et-Soumazannes,22
baalon,Baâlon,6
badonvilliers-gerauvilliers,Badonvilliers-Gérauvilliers,27
bannoncourt,Bannoncourt,11
bantheville,Bantheville,11
bar-le-duc,Bar-le-Duc,10
baudignecourt,Baudignécourt,13
baudonvilliers,Baudonvilliers,14
baudremont,Baudrémont,10
baulny,Baulny,6
bazeilles-sur-othain,Bazeilles-sur-Othain,20
bazincourt-sur-saulx,Bazincourt-sur-Saulx,20
beauclair,Beauclair,9
beaufort-en-argonne,Beaufort-en-Argonne,19
beaulieu-en-argonne,Beaulieu-en-Argonne,19
beausite,Beausite,8
behonne,Behonne,7
belleray,Belleray,8
belleville-sur-meuse,Belleville-sur-Meuse,20
belrain,Belrain,7
belrupt-en-verdunois,Belrupt-en-Verdunois,20
beney-en-woevre,Beney-en-Woëvre,15
bethelainville,Béthelainville,14
bethincourt,Béthincourt,11
beurey-sur-saulx,Beurey-sur-Saulx,16
biencourt-sur-orge,Biencourt-sur-Orge,18
billy-sous-mangiennes,Billy-sous-Mangiennes,21
bislee,Bislée,6
blanzee,Blanzée,7
boinville-en-woevre,Boinville-en-Woëvre,19
boncourt-sur-meuse,Boncourt-sur-Meuse,18
bonnet,Bonnet,6
bonzee,Bonzée,6
bouconville-sur-madt,Bouconville-sur-Madt,20
bouligny,Bouligny,8
bouquemont,Bouquemont,10
boureuilles,Boureuilles,11
bovee-sur-barboure,Bovée-sur-Barboure,18
boviolles,Boviolles,9
brabant-en-argonne,Brabant-en-Argonne,18
brabant-le-roi,Brabant-le-Roi,14
brabant-sur-meuse,Brabant-sur-Meuse,17
brandeville,Brandeville,11
braquis,Braquis,7
bras-sur-meuse,Bras-sur-Meuse,14
brauvilliers,Brauvilliers,12
breheville,Bréhéville,10
breux,Breux,5
brieulles-sur-meuse,Brieulles-sur-Meuse,19
brillon-en-barrois,Brillon-en-Barrois,18
brixey-aux-chanoines,Brixey-aux-Chanoines,20
brizeaux,Brizeaux,8
brocourt-en-argonne,Brocourt-en-Argonne,19
brouennes,Brouennes,9
broussey-en-blois,Broussey-en-Blois,17
broussey-raulecourt,Broussey-Raulecourt,19
bure,Bure,4
burey-en-vaux,Burey-en-Vaux,13
burey-la-cote,Burey-la-Côte,13
buxieres-sous-les-cotes,Buxières-sous-les-Côtes,23
buzy-darmont,Buzy-Darmont,12
cesse,Cesse,5
chaillon,Chaillon,8
chalaines,Chalaines,9
champneuville,Champneuville,13
champougny,Champougny,10
chanteraine,Chanteraine,11
chardogne,Chardogne,9
charny-sur-meuse,Charny-sur-Meuse,16
charpentry,Charpentry,10
chassey-beaupre,Chassey-Beaupré,15
chatillon-sous-les-cotes,Châtillon-sous-les-Côtes,24
chattancourt,Chattancourt,12
chaumont-devant-damvillers,Chaumont-devant-Damvillers,26
chaumont-sur-aire,Chaumont-sur-Aire,17
chauvency-le-chateau,Chauvency-le-Château,20
chauvency-saint-hubert,Chauvency-Saint-Hubert,22
chauvoncourt,Chauvoncourt,12
cheppy,Cheppy,6
chonville-malaumont,Chonville-Malaumont,19
cierges-sous-montfaucon,Cierges-sous-Montfaucon,23
clermont-en-argonne,Clermont-en-Argonne,19
clery-le-grand,Cléry-le-Grand,14
clery-le-petit,Cléry-le-Petit,14
combles-en-barrois,Combles-en-Barrois,18
combres-sous-les-cotes,Combres-sous-les-Côtes,22
commercy,Commercy,8
consenvoye,Consenvoye,10
contrisson,Contrisson,10
courcelles-en-barrois,Courcelles-en-Barrois,21
courcelles-sur-aire,Courcelles-sur-Aire,19
courouvre,Courouvre,9
cousances-les-forges,Cousances-les-Forges,20
cousances-les-triconville,Cousances-lès-Triconville,25
couvertpuis,Couvertpuis,11
couvonges,Couvonges,9
cuisy,Cuisy,5
cunel,Cunel,5
dagonville,Dagonville,10
dainville-bertheleville,Dainville-Bertheléville,23
damloup,Damloup,7
dammarie-sur-saulx,Dammarie-sur-Saulx,18
damvillers,Damvillers,10
dannevoux,Dannevoux,9
delouze-rosieres,Delouze-Rosières,16
delut,Delut,5
demange-aux-eaux,Demange-aux-Eaux,16
dieppe-sous-douaumont,Dieppe-sous-Douaumont,21
dieue-sur-meuse,Dieue-sur-Meuse,15
dombasle-en-argonne,Dombasle-en-Argonne,19
dombras,Dombras,7
dommartin-la-montagne,Dommartin-la-Montagne,21
dommary-baroncourt,Dommary-Baroncourt,18
dompcevrin,Dompcevrin,10
dompierre-aux-bois,Dompierre-aux-Bois,18
domremy-la-canne,Domremy-la-Canne,16
doncourt-aux-templiers,Doncourt-aux-Templiers,22
douaumont,Douaumont,9
doulcon,Doulcon,7
dugny-sur-meuse,Dugny-sur-Meuse,15
dun-sur-meuse,Dun-sur-Meuse,13
duzey,Duzey,5
ecouviez,Ecouviez,8
ecurey-en-verdunois,Ecurey-en-Verdunois,19
eix,Eix,3
epiez-sur-meuse,Epiez-sur-Meuse,15
epinonville,Epinonville,11
erize-la-brulee,Erize-la-Brûlée,15
erize-la-petite,Erize-la-Petite,15
erize-saint-dizier,Erize-Saint-Dizier,18
erneville-aux-bois,Erneville-aux-Bois,18
esnes-en-argonne,Esnes-en-Argonne,16
etain,Etain,5
eton,Eton,4
etraye,Etraye,6
euville,Euville,7
evres,Evres,5
fains-veel,Fains-Véel,10
flassigny,Flassigny,9
foameix-ornel,Foameix-Ornel,13
fontaines-saint-clair,Fontaines-Saint-Clair,21
forges-sur-meuse,Forges-sur-Meuse,16
foucaucourt-sur-thabas,Foucaucourt-sur-Thabas,22
foucheres-aux-bois,Fouchères-aux-Bois,18
fremereville-sous-les-cotes,Frémeréville-sous-les-Côtes,27
fresnes-au-mont,Fresnes-au-Mont,15
fresnes-en-woevre,Fresnes-en-Woëvre,17
froidos,Froidos,7
fromereville-les-vallons,Fromeréville-les-Vallons,24
fromezey,Fromezey,8
futeau,Futeau,6
genicourt-sur-meuse,Génicourt-sur-Meuse,19
gercourt-et-drillancourt,Gercourt-et-Drillancourt,24
gery,Géry,4
gesnes-en-argonne,Gesnes-en-Argonne,17
geville,Geville,7
gimecourt,Gimécourt,9
gincrey,Gincrey,7
girauvoisin,Girauvoisin,11
givrauval,Givrauval,9
gondrecourt-le-chateau,Gondrecourt-le-Château,22
gouraincourt,Gouraincourt,12
goussaincourt,Goussaincourt,13
gremilly,Gremilly,8
grimaucourt-en-woevre,Grimaucourt-en-Woëvre,21
grimaucourt-pres-sampigny,Grimaucourt-près-Sampigny,25
guerpont,Guerpont,8
gussainville,Gussainville,12
haironville,Haironville,11
halles-sous-les-cotes,Halles-sous-les-Côtes,21
han-les-juvigny,Han-lès-Juvigny,15
han-sur-meuse,Han-sur-Meuse,13
hannonville-sous-les-cotes,Hannonville-sous-les-Côtes,26
harville,Harville,8
haudainville,Haudainville,12
haudiomont,Haudiomont,10
heippes,Heippes,7
hennemont,Hennemont,9
herbeuville,Herbeuville,11
hermeville-en-woevre,Herméville-en-Woëvre,20
heudicourt-sous-les-cotes,Heudicourt-sous-les-Côtes,25
hevilliers,Hévilliers,10
horville-en-ornois,Horville-en-Ornois,18
houdelaincourt,Houdelaincourt,14
inor,Inor,4
ippecourt,Ippécourt,9
ire-le-sec,Iré-le-Sec,10
jametz,Jametz,6
jonville-en-woevre,Jonville-en-Woëvre,18
jouy-en-argonne,Jouy-en-Argonne,15
julvecourt,Julvécourt,10
juvigny-en-perthois,Juvigny-en-Perthois,19
juvigny-sur-loison,Juvigny-sur-Loison,18
koeur-la-grande,Koeur-la-Grande,15
koeur-la-petite,Koeur-la-Petite,15
labeuville,Labeuville,10
lachalade,Lachalade,9
lachaussee,Lachaussée,10
lacroix-sur-meuse,Lacroix-sur-Meuse,17
lahaymeix,Lahaymeix,9
lahayville,Lahayville,10
laheycourt,Laheycourt,10
laimont,Laimont,7
lamorville,Lamorville,10
lamouilly,Lamouilly,9
landrecourt-lempire,Landrecourt-Lempire,19
laneuville-au-rupt,Laneuville-au-Rupt,18
laneuville-sur-meuse,Laneuville-sur-Meuse,20
lanheres,Lanhères,8
latour-en-woevre,Latour-en-Woëvre,16
lavallee,Lavallée,8
lavincourt,Lavincourt,10
lavoye,Lavoye,6
le-bouchon-sur-saulx,"Le Bouchon-sur-Saulx",20
le-claon,"Le Claon",8
le-neufour,"Le Neufour",10
lemmes,Lemmes,6
lerouville,Lérouville,10
les-eparges,"Les Eparges",11
les-hauts-de-chee,"Les Hauts-de-Chée",17
les-islettes,"Les Islettes",12
les-monthairons,"Les Monthairons",15
les-paroches,"Les Paroches",12
les-roises,"Les Roises",10
les-souhesmes-rampont,"Les Souhesmes-Rampont",21
les-trois-domaines,"Les Trois-Domaines",18
levoncourt,Levoncourt,10
lignieres-sur-aire,Lignières-sur-Aire,18
ligny-en-barrois,Ligny-en-Barrois,16
liny-devant-dun,Liny-devant-Dun,15
lion-devant-dun,Lion-devant-Dun,15
lisle-en-barrois,Lisle-en-Barrois,16
lisle-en-rigault,Lisle-en-Rigault,16
lissey,Lissey,6
loisey,Loisey,6
loison,Loison,6
longchamps-sur-aire,Longchamps-sur-Aire,19
longeaux,Longeaux,8
longeville-en-barrois,Longeville-en-Barrois,21
loupmont,Loupmont,8
louppy-le-chateau,Louppy-le-Château,17
louppy-sur-loison,Louppy-sur-Loison,17
luzy-saint-martin,Luzy-Saint-Martin,17
maizeray,Maizeray,8
maizey,Maizey,6
malancourt,Malancourt,10
mandres-en-barrois,Mandres-en-Barrois,18
mangiennes,Mangiennes,10
manheulles,Manheulles,10
marcheville-en-woevre,Marchéville-en-Woëvre,21
marre,Marre,5
marson-sur-barboure,Marson-sur-Barboure,19
martincourt-sur-meuse,Martincourt-sur-Meuse,21
marville,Marville,8
maucourt-sur-orne,Maucourt-sur-Orne,17
maulan,Maulan,6
mauvages,Mauvages,8
maxey-sur-vaise,Maxey-sur-Vaise,15
mecrin,Mécrin,6
meligny-le-grand,Méligny-le-Grand,16
meligny-le-petit,Méligny-le-Petit,16
menaucourt,Menaucourt,10
menil-aux-bois,Ménil-aux-Bois,14
menil-la-horgne,Ménil-la-Horgne,15
menil-sur-saulx,Ménil-sur-Saulx,15
merles-sur-loison,Merles-sur-Loison,17
milly-sur-bradon,Milly-sur-Bradon,16
mogeville,Mogeville,9
mogneville,Mognéville,10
moirey-flabas-crepion,Moirey-Flabas-Crépion,21
mont-devant-sassey,Mont-devant-Sassey,18
montblainville,Montblainville,14
montbras,Montbras,8
montfaucon-d-argonne,Montfaucon-d'Argonne,20
montiers-sur-saulx,Montiers-sur-Saulx,18
montigny-devant-sassey,Montigny-devant-Sassey,22
montigny-les-vaucouleurs,Montigny-lès-Vaucouleurs,24
montmedy,Montmédy,8
montplonne,Montplonne,10
montsec,Montsec,7
montzeville,Montzéville,11
moranville,Moranville,10
morgemoulin,Morgemoulin,11
morley,Morley,6
mouilly,Mouilly,7
