rewrite,gentile_h_ville,nbre_car
auxeron,Auxeron,7
avranchinai,Avranchinai,11
azevillai,Azevillai,9
bacillai,Bacillai,8
barentonnai,Barentonnai,11
barfleurai,Barfleurai,10
barnevillai,Barnevillai,11
balbignacien,Balbignacien,12
baudrion,Baudrion,8
baudrevillai,Baudrevillai,12
bauptoi,Bauptoi,7
beauchanai,Beauchanai,10
beaucondrier,Beaucondrier,12
beauficeloi,Beauficeloi,11
beaumontai,Beaumontai,10
beauvoisin,Beauvoisin,10
bellifontain,Bellifontain,12
belvalai,Belvalai,8
benoisvillai,Benoisvillai,12
berignai,Bérignai,8
beslonai,Beslonai,8
besnevillai,Besnevillai,11
beuvrignai,Beuvrignai,10
beuzevillai,Beuzevillai,11
bievillai,Biévillai,9
binivillai,Binivillai,10
bionnai,Bionnai,7
bivillai,Bivillai,8
blainvillai,Blainvillai,11
blosvillai,Blosvillai,10
boisrogeai,Boisrogeai,10
boisyvonnai,Boisyvonnai,11
bollevillai,Bollevillai,11
bourgenollai,Bourgenollai,12
bouttevillai,Bouttevillai,12
braffillon,Braffillon,10
branvillai,Branvillai,10
branvillai,Branvillai,10
breceen,Brécéen,7
brectouvillai,Brectouvillai,13
brehalai,Bréhalai,8
brettevillai,Brettevillai,12
ageen,Agéen,5
breuvillai,Breuvillai,10
brevandai,Brévandai,9
brevillai,Brévillai,9
bricquebetai,Bricquebétai,12
bricquebosai,Bricquebosai,12
bricquevillai,Bricquevillai,13
bricquai,Bricquai,8
brillevastai,Brillevastai,12
brion,Brion,5
brouainsai,Brouainsai,10
bruchevillai,Bruchevillai,12
buaisien,Buaisien,8
cambernonai,Cambernonai,11
cametourai,Cametourai,10
campronnai,Campronnai,10
canisyai,Canisyai,8
cantelouai,Cantelouai,10
canvillai,Canvillai,9
carantillai,Carantillai,11
carentanai,Carentanai,10
carnetai,Carnetai,8
carnevillai,Carnevillai,11
carollai,Carollai,8
carquebutai,Carquebutai,11
cattevillai,Cattevillai,11
catai,Catai,5
cavignai,Cavignai,8
cerencai,Cérençai,8
cerisyai,Cerisyai,8
cerisyai,Cerisyai,8
champcervonnai,Champcervonnai,14
champceen,Champcéen,9
champelai,Champelai,9
chanteloupai,Chanteloupai,12
chassegueen,Chasseguéen,11
capipontain,Capipontain,11
cherbourgeoi,Cherbourgeoi,12
cherenceen,Chérencéen,10
cherenceen,Chérencéen,10
chevrevillai,Chevrevillai,12
chevryai,Chevryai,8
clitourpai,Clitourpai,10
coignysai,Coignysai,9
colombyai,Colombyai,9
condeen,Condéen,7
contrierai,Contrièrai,10
cosquevillai,Cosquevillai,12
coudevillai,Coudevillai,11
courcyai,Courcyai,8
courtillai,Courtillai,10
coutancai,Coutançai,9
couvinoi,Couvinoi,8
couvillai,Couvillai,9
crasvillai,Crasvillai,10
creancai,Créançai,8
crettevillai,Crettevillai,12
crollonnai,Crollonnai,10
crosvillai,Crosvillai,10
cuvoi,Cuvoi,5
dangyai,Dangyai,7
dennevillai,Dennevillai,11
digosvillai,Digosvillai,11
digullevillai,Digullevillai,13
domjeanai,Domjeanai,9
donvillai,Donvillai,9
dovillai,Dovillai,8
duceen,Ducéen,6
ecaussevillai,Ecaussevillai,13
ecoqueneauvillai,Ecoquenéauvillai,16
ecullevillai,Ecullevillai,12
equeurdrevillai,Equeurdrevillai,15
equillai,Equillai,8
eroudevillai,Eroudevillai,12
etienvillai,Etienvillai,11
fermanvillai,Fermanvillai,12
ferrierai,Ferriérai,9
fervachai,Fervachai,9
feugeriai,Feugériai,9
fiervillai,Fiervillai,10
flamanvillai,Flamanvillai,12
fleurion,Fleurion,8
flottemanvillai,Flottemanvillai,15
flottemanvillai,Flottemanvillai,15
follignai,Follignai,9
fontenaisien,Fontenaisien,12
fontenayai,Fontenayai,10
foucarvillai,Foucarvillai,12
fresvillai,Fresvillai,10
gathemotin,Gathemotin,10
gattevillai,Gattevillai,11
gavrayen,Gavrayen,8
geffossai,Geffossai,9
genestai,Genestai,8
geroi,Géroi,5
gievillai,Giévillai,9
glatignai,Glatignai,9
gollevillai,Gollevillai,11
gonfrevillai,Gonfrevillai,12
gonnevillai,Gonnevillai,11
gorgion,Gorgion,7
goubervillai,Goubervillai,12
gourbesvillai,Gourbesvillai,13
gourfaleurai,Gourfaleurai,12
gouvion,Gouvion,7
gouvillai,Gouvillai,9
graignai,Graignai,8
granvillai,Granvillai,10
gratotai,Gratotai,8
grevillai,Grévillai,9
grimesnilai,Grimesnilai,11
grosvillai,Grosvillai,10
guilbervillai,Guilbervillai,13
hambion,Hambion,7
hamelinoi,Hamelinoi,9
hardinvastai,Hardinvastai,12
hautevillai,Hautevillai,11
hautai,Hautai,6
hauttevilloi,Hauttevilloi,12
heauvillai,Héauvillai,10
hebecrevonnai,Hebecrevonnai,13
hellevillai,Hellevillai,11
herenguervillai,Hérenguervillai,15
herquevillai,Herquevillai,12
heuguevillai,Heuguevillai,12
heusseen,Heusséen,8
houttevillai,Houttevillai,12
hubervillai,Hubervillai,11
huisnai,Huisnai,7
hyenvillai,Hyenvillai,10
isignoi,Isignoi,7
jobourgai,Jobourgai,9
jullouvillai,Jullouvillai,12
juvignai,Juvignai,8
etanchoi,Etanchoi,8
balenoi,Balenoi,7
barrien,Barrien,7
bazogeai,Bazogeai,8
bloutierion,Bloutierion,11
bonnevillai,Bonnevillai,11
chaiseron,Chaiseron,9
chapelloi,Chapelloi,9
chapelain,Chapelain,9
colombai,Colombai,8
feuillants,Feuillants,10
glacerien,Glacérien,9
hectotai,Hectotai,8
haytillon,Haytillon,9
haylands,Haylands,8
landai,Landai,6
lucernai,Lucernai,8
meauffoi,Meauffoi,8
moucheron,Moucheron,9
pernellai,Pernellai,9
lambervillai,Lambervillai,12
lapentinai,Lapentinai,10
chefresnai,Chefresnai,10
dezertin,Dézertin,8
saint-pierrot,Saint-Pierrot,13
luotoi,Luotoi,6
mesnillai,Mesnillai,9
mesnillai,Mesnillai,9
mesnileuryai,Mesnileuryai,12
mesnil-garnierai,Mesnil-Garnierai,16
mesnil-ozennai,Mesnil-Ozennai,14
mesnilrodin,Mesnilrodin,11
mesnil-roguai,Mesnil-Roguai,13
minn-gotain,Minn'Gotain,11
mesnil-villemanai,Mesnil-Villemanai,17
montoi,Montoi,6
neufbourgeoi,Neufbourgeoi,12
perronnai,Perronnai,9
plessirion,Plessirion,10
rozelai,Rozelai,7
tanuai,Tanuai,6
teilleulai,Teilleulai,10
val-saint-perrai,Val-Saint-Perrai,16
vastai,Vastai,6
vicelai,Vicelai,7
vretotai,Vrétotai,8
lengronnai,Lengronnai,10
chambrai,Chambrai,8
cresnayen,Cresnayen,9
bonotier,Bonotier,8
moutron,Moutron,7
pieusai,Pieusai,7
lessayai,Lessayai,8
lestrai,Lestrai,7
lingremai,Lingremai,9
olivai,Olivai,6
longuevillai,Longuevillai,12
lozonnai,Lozonnai,8
maceen,Macéen,6
marchuai,Marchuai,8
marcillai,Marcillai,9
margueriai,Margueriai,10
marignai,Marignai,8
martignai,Martignai,9
martinvastai,Martinvastai,12
maupertuisien,Maupertuisien,13
meautichon,Méautichon,10
millierien,Millièrien,10
mobecquai,Mobecquai,9
montabolai,Montabolai,10
montaiguai,Montaiguai,10
montaiguai,Montaiguai,10
montanellai,Montanellai,11
montbrayon,Montbrayon,10
montchatonnai,Montchatonnai,13
montcuitai,Montcuitai,10
montebourgeoi,Montebourgeoi,13
monfarvillai,Monfarvillai,12
montgardonai,Montgardonai,12
monthuchonnai,Monthuchonnai,13
montjoyeux,Montjoyeux,10
montmartinai,Montmartinai,12
montmartinai,Montmartinai,12
montpinchonnai,Montpinchonnai,14
montrabotain,Montrabotain,12
montreuillai,Montreuillai,12
montsurventai,Montsurventai,13
montvironnai,Montvironnai,12
moonai,Moonai,6
morignai,Morignai,8
morsalinai,Morsalinai,10
mortainai,Mortainai,9
morvillai,Morvillai,9
moulinoi,Moulinoi,8
moyonnai,Moyonnai,8
munevillai,Munevillai,10
munevillai,Munevillai,10
nayon,Nayon,5
negrevillai,Négrevillai,11
nehouai,Nehouai,7
neufmesniloi,Neufmesniloi,12
neuvillai,Neuvillai,9
neuvillai,Neuvillai,9
nevillai,Névillai,8
nicorpai,Nicorpai,8
cenillai,Cenillai,8
touchetai,Touchetai,9
nouainvillai,Nouainvillai,12
octevillai,Octevillai,10
omonvillai,Omonvillai,10
omonvillai,Omonvillai,10
orglandai,Orglandai,9
orvalai,Orvalai,7
ouvillai,Ouvillai,8
ozevillai,Ozevillai,9
parignai,Parignai,8
percyai,Percyai,7
prisiai,Prisiai,7
perrotien,Perrotien,9
picauvillai,Picauvillai,11
pierrevillai,Pierrevillai,12
pirouai,Pirouai,7
poluceen,Polucéen,8
pontoi,Pontoi,6
pontaubaltai,Pontaubaltai,12
pontorsonnai,Pontorsonnai,12
pontoi,Pontoi,6
port-baillai,Port-Baillai,12
preceen,Précéen,7
praticorbinien,Praticorbinien,14
pretotai,Prétotai,8
querquevillai,Querquevillai,13
quettejouai,Quettejouai,11
quettetotai,Quettetotai,11
quettrevillai,Quettrevillai,13
quiboi,Quiboi,6
quinevillai,Quinévillai,11
rampanai,Rampanai,8
rauvillai,Rauvillai,9
rauvillai,Rauvillai,9
ravenovillai,Ravenovillai,12
reffuveillai,Reffuveillai,12
regnevillai,Regnévillai,11
remillai,Rémillai,8
rethovillai,Réthovillai,11
revillai,Révillai,8
rochevillai,Rochevillai,11
romagnai,Romagnai,8
roncyai,Roncyai,7
rouxevillai,Rouxevillai,11
saceen,Sacéen,6
saint-amandai,Saint-Amandai,13
saint-aubinai,Saint-Aubinai,13
saint-aubinai,Saint-Aubinai,13
saint-aubinai,Saint-Aubinai,13
saint-bricoi,Saint-Briçoi,12
bricoi,Briçoi,6
saint-christophai,Saint-Christophai,17
saint-clairai,Saint-Clairai,13
saint-cyrien,Saint-Cyrien,12
saint-cyrien,Saint-Cyrien,12
saint-denisai,Saint-Denisai,13
saint-denisai,Saint-Denisai,13
saint-ebremondai,Saint-Ebremondai,16
saint-floxelai,Saint-Floxelai,14
fromondai,Fromondai,9
saint-georgeoi,Saint-Georgeoi,14
bohonnai,Bohonnai,8
saint-georgeai,Saint-Georgeai,14
georgien,Georgien,8
saint-georgeoi,Saint-Georgeoi,14
montcocquoi,Montcocquoi,11
saint-germagnai,Saint-Germagnai,15
saint-germinai,Saint-Germinai,14
saint-germinai,Saint-Germinai,14
saint-germinot,Saint-Germinot,14
saint-hilairien,Saint-Hilairien,15
mourotai,Mourotai,8
saint-jamai,Saint-Jamai,11
dayot,Dayot,5
saint-jeannai,Saint-Jeannai,13
saint-jeannai,Saint-Jeannai,13
savignai,Savignai,8
saint-jeannai,Saint-Jeannai,13
saint-jeannai,Saint-Jeannai,13
saint-jeannai,Saint-Jeannai,13
saint-jeannai,Saint-Jeannai,13
saint-jorai,Saint-Jorai,11
saint-josephai,Saint-Josephai,14
saint-laurentai,Saint-Laurentai,15
saint-loi,Saint-Loi,9
ourvillai,Ourvillai,9
lupeen,Lupéen,6
malouin,Malouin,7
marculfien,Marculfien,10
aubignai,Aubignai,8
saint-martinai,Saint-Martinai,14
saint-martinai,Saint-Martinai,14
saint-martinai,Saint-Martinai,14
landelai,Landelai,8
varrevillai,Varrevillai,11
saint-martinai,Saint-Martinai,14
saint-martinai,Saint-Martinai,14
saint-martinai,Saint-Martinai,14
saint-mauricai,Saint-Mauriçai,14
montoi,Montoi,6
saint-nicolasai,Saint-Nicolasai,15
ovinoi,Ovinoi,6
saint-pairai,Saint-Pairai,12
saint-pellerinai,Saint-Pellerinai,16
saint-pierrai,Saint-Pierrai,13
saint-pierrai,Saint-Pierrai,13
semillai,Semillai,8
saint-pierrai,Saint-Pierrai,13
saint-pierrai,Saint-Pierrai,13
pancratien,Pancratien,10
saint-poisien,Saint-Poisien,13
saint-quentinai,Saint-Quentinai,15
saint-remiai,Saint-Rémiai,12
samsonnai,Samsonnai,9
pierrepontai,Pierrepontai,12
pommerien,Pommérien,9
saint-sauveurai,Saint-Sauveurai,15
saint-sauveurai,Saint-Sauveurai,15
sebastienot,Sebastiénot,11
saint-segnerai,Saint-Segnerai,14
avranchinai,Avranchinai,11
valoisien,Valoisien,9
vaastai,Vaastai,7
saint-vigorai,Saint-Vigorai,13
cecilien,Cécilien,8
genovefain,Génovéfain,10
montoi,Montoi,6
sainte-mere-eglisai,Sainte-Mère-Eglisai,19
sainte-suzannai,Sainte-Suzannai,15
saintignai,Saintignai,10
sartillai,Sartillai,9
sausserai,Sausserai,9
sauxemesnillai,Sauxemesnillai,14
savignien,Savignien,9
sebevillai,Sébevillai,10
senovillai,Sénovillai,10
servignai,Servignai,9
servonnai,Servonnai,9
sidevillai,Sidevillai,10
siouvillai,Siouvillai,10
sortosvillai,Sortosvillai,12
sortosvillai,Sortosvillai,12
sottevastai,Sottevastai,11
sottevillai,Sottevillai,11
soullai,Soullai,7
sourdevalai,Sourdevalai,11
sourdevalai,Sourdevalai,11
sublignai,Sublignai,9
surtainvillai,Surtainvillai,13
survillai,Survillai,9
taillepietai,Taillepiétai,12
tamervillai,Tamervillai,11
tanisien,Tanisien,8
tessyai,Tessyai,7
teurthevillai,Teurthévillai,13
teurthevillai,Teurthévillai,13
thevillai,Thévillai,9
tocquevillai,Tocquevillai,12
tollevastai,Tollevastai,11
tonnevillai,Tonnevillai,11
torignai,Torignai,8
tourlavillai,Tourlavillai,12
tourvillai,Tourvillai,10
treauvillai,Tréauvillai,11
trelliai,Trelliai,8
triboudai,Triboudai,9
tregeoi,Trégeoi,7
urvillai,Urvillai,8
urvillais-nacquevillai,Urvillais-Nacquevillai,22
vainquai,Vainquai,8
valcanvillai,Valcanvillai,12
valognai,Valognai,8
varenguebecquai,Varenguebecquai,15
varouvillai,Varouvillai,11
vastevillai,Vastevillai,11
vaudrevillai,Vaudrevillai,12
vauvillai,Vauvillai,9
vengeonnai,Vengeonnai,10
verotin,Vérotin,7
vergonceen,Vergoncéen,10
vernisson,Vernisson,9
veslissien,Veslissien,10
vesseen,Vesséen,7
videcosvillai,Videcosvillai,13
vidouvillai,Vidouvillai,11
viervillai,Viervillai,10
villebaudonnai,Villebaudonnai,14
toutouvillai,Toutouvillai,12
theopolitain,Théopolitain,12
villarien,Villarien,9
vindefontainai,Vindefontainai,14
virandevillai,Virandevillai,13
vireen,Viréen,6
yquelonnai,Yquelonnai,10
yvetotai,Yvetotai,8
blancourtien,Blancourtien,12
aquanidien,Aquanidien,10
allemanchot,Allemanchot,11
allemantiot,Allemantiot,11
argencellier,Argencellier,12
ambonnageen,Ambonnagéen,11
ambrieroi,Ambriéroi,9
angluriot,Angluriot,9
angluziot,Angluziot,9
augustinien,Augustinien,11
athacanes,Athacanés,9
arrignyen,Arrignyen,9
arzillieroi,Arzilliéroi,11
auberivoi,Aubérivoi,9
albillycien,Albillycien,11
aulnaysien,Aulnaysien,10
avenaysien,Avenaysien,10
avizoi,Avizoi,6
ageen,Agéen,5
baconnai,Baconnai,8
bagnolai,Bagnolai,8
bannas,Bannas,6
barbonnot,Barbonnot,9
baillotin,Baillotin,9
baslieutain,Baslieutain,11
bassutier,Bassutier,9
bachotain,Bachotain,9
baudementoi,Baudementoi,11
bazancourtoi,Bazancourtoi,12
belmontoi,Belmontoi,9
benai,Benai,5
belvaloi,Belvaloi,8
belvatier,Belvatier,9
bergeronnets,Bergeronnets,12
bermericourtoi,Berméricourtoi,14
berruyat,Berruyat,8
bethenivilloi,Bethenivilloi,13
betheniat,Betheniat,9
bethonier,Bethonier,9
bettancourtoi,Bettancourtoi,13
bezannai,Bezannai,8
bignicourtoi,Bignicourtoi,12
bignicourien,Bignicourien,12
billotin,Billotin,8
binarvilloi,Binarvilloi,11
orquignat,Orquignat,9
bissottier,Bissottier,10
blaciat,Blaciat,7
blaisoi,Blaisoi,7
blesmoi,Blesmoi,7
boissyfontain,Boissyfontain,13
bouchyssoi,Bouchyssoi,10
beullisien,Beullisien,10
bouleusien,Bouleusien,10
bouquin,Bouquin,7
bourguignon,Bourguignon,11
boursaultier,Boursaultier,12
bouvancourtoi,Bouvancourtoi,13
buson,Buson,5
bouzillon,Bouzillon,9
brandonissien,Brandonissien,13
branscourtoi,Branscourtoi,12
brauxien,Brauxien,8
les-gens-de-braux,"Les gens de Braux",17
brebanai,Brébanai,8
breuilloi,Breuilloi,9
breuvetiot,Breuvetiot,10
brimontoi,Brimontoi,9
brouilletoi,Brouilletoi,11
broussyat,Broussyat,9
broussyats-p-tits,"Broussyats p'tits",17
broyen,Broyen,6
brugnitiers-vaudancourier,Brugnitiers-Vaudancourier,25
bussinai,Bussinai,8
bussinier,Bussinier,9
bussein,Busséin,7
caurelloi,Caurelloi,9
cernaygot,Cernaygot,9
sarnacien,Sarnacien,9
cernonnai,Cernonnai,9
chaintriots-et-biergeoi,"Chaintriots et Biergeoi",23
chalonnai,Châlonnai,9
chalonnai,Châlonnai,9
chamayot,Chamayot,8
campofleuridien,Campofleuridien,15
champguyonnai,Champguyonnai,13
champinoi,Champinoi,9
campinoi,Campinoi,8
champillonnai,Champillonnai,13
champvoisien,Champvoisien,12
camicien,Camicien,8
chantemerlier,Chantemerlier,13
chaplaignat,Chaplaignat,11
carolopolitain,Carolopolitain,14
charmontier,Charmontier,11
chatillonnai,Chatillonnai,12
chatillonnai,Chatillonnai,12
chatillonnai,Chatillonnai,12
chatricien,Châtricien,10
chaumuzien,Chaumuzien,10
cheminonier,Cheminonier,11
chenoi,Chenoi,6
cheppiat,Cheppiat,8
chepiot,Chepiot,7
chervilloi,Chervilloi,10
chicheton,Chicheton,9
chignotin,Chignotin,9
chouillat,Chouillat,9
clamangeot,Clamangeot,10
clellion,Clellion,8
cloyen,Cloyen,6
coizardin,Coizardin,9
compertriat,Compertriat,11
condeen,Condéen,7
conflantoi,Conflantoi,10
conginoi,Conginoi,8
connantrayot,Connantrayot,12
connantrat,Connantrat,10
contoi,Contoi,6
cooluat,Cooluat,7
corbeillat,Corbeillat,10
cormicien,Cormicien,9
cormontreuilloi,Cormontreuilloi,15
corroitat,Corroitat,9
coulommoi,Coulommoi,9
coupevillot,Coupevillot,11
courcelloises-sapicavi,Courcelloises-Sapicavi,22
courcemiaux,Courcemiaux,11
courceen,Courcéen,8
courdemangeoi,Courdemangeoi,13
courgivalien,Courgivalien,12
courlandonnai,Courlandonnai,13
courmassien,Courmassien,11
courtemontoi,Courtémontoi,12
courthiezien,Courthiézien,12
courtisien,Courtisien,10
courvilloi,Courvilloi,10
couvrotier,Couvrotier,10
cramantai,Cramantai,9
crugnatien,Crugnatien,10
cucheriat,Cucheriat,9
cuitas,Cuitas,6
cumariot,Cumariot,8
dameziat,Dameziat,8
dampierroi,Dampierroi,10
dampierrot,Dampierrot,10
dizycien,Dizycien,8
dommartinoi,Dommartinoi,11
dompremyat,Dompremyat,10
dormaniste,Dormaniste,10
dronayat,Dronayat,8
drouillotin,Drouillotin,11
ecollemontoi,Ecollemontoi,12
ecriennoi,Ecriennoi,9
ecuriot,Ecuriot,7
ecuriot,Ecuriot,7
sparnacien,Sparnacien,10
epoyen,Epoyen,6
escardien,Escardien,9
escavollier,Escavollier,11
starnacien,Starnacien,10
etogien,Etogien,7
stirpien,Stirpien,8
euvyot,Euvyot,6
fagnierot,Fagnièrot,9
faverollai,Faverollai,10
favressoi,Favressoi,9
fereton,Féreton,7
prussien,Prussien,8
fismoi,Fismoi,6
fleurysien,Fleurysien,10
florentin,Florentin,9
fontenat,Fontenat,8
fontainoi,Fontainoi,9
fontenoi,Fontenoi,8
franchevillot,Franchevillot,13
fresnat,Fresnat,7
frignicourtoi,Frignicourtoi,13
fromentin,Fromentin,9
gayon,Gayon,5
germinoi,Germinoi,8
germinonai,Germinonai,10
giffaumontai,Giffaumontai,12
gignyat,Gignyat,7
giongeoi,Giongeoi,8
givryen,Givryen,7
givryat,Givryat,7
glanniat,Glanniat,8
gourganconnai,Gourgançonnai,13
grangiot,Grangiot,8
gratrouillat,Gratrouillat,12
gravriot,Gravriot,8
gueuxien,Gueuxien,8
hantas,Hantas,6
haussignemontai,Haussignémontai,15
haussimoniot,Haussimoniot,12
altavilloi,Altavilloi,10
heilztvequiers,"Heilztvêquiers ",15
heremondoi,Hérémondoi,10
hulderiquoi,Huldériquoi,11
hourgeoi,Hourgeoi,8
huironnai,Huironnai,9
humbauvilloi,Humbauvilloi,12
isloi,Isloi,5
isloi,Isloi,5
issoi,Issoi,5
jalonai,Jalonai,7
joisellien,Joisellien,10
macriot,Macriot,7
joncavidulien,Joncavidulien,13
jouissien,Jouissien,9
jussecouriers-minecourier,Jussecouriers-Minecourier,25
juvignot,Juvignot,8
epinot,Epinot,6
cellier,Cellier,7
chapelloi,Chapelloi,9
chausseen,Chausséen,9
chepillon,Chepillon,9
cracheton,Cracheton,9
forestierat,Forestierat,11
neuvilloi,Neuvilloi,9
neuvillat,Neuvillat,9
viduen,Viduen,6
lacheen,Lachéen,7
lageroi,Lageroi,7
larzicourtoi,Larzicourtoi,12
lavannoi,Lavannoi,8
breuilloi,Breuilloi,9
buissonnier,Buissonnier,11
fresnoi,Fresnoi,7
gaultoi,Gaultoi,7
mexipontain,Mexipontain,11
mitiercignat,Mitiercignat,12
mesniloi,Mesniloi,8
thoult-tronaisien,Thoult-Tronaisien,17
vezieroi,Vézieroi,8
lenhriot,Lenhriot,8
charmontai,Charmontai,10
logien,Logien,6
mesneusien,Mesneusien,10
logiot,Logiot,6
rivenruellie,Rivenruellie,12
lignonnai,Lignonnai,9
linthelloi,Linthelloi,10
linthas,Linthas,7
lilouvercien,Lilouvercien,12
mamain,Mamain,6
loisyat,Loisyat,7
louveteau,Louveteau,9
ludeen,Ludéen,6
luxemontais-et-villottier,Luxémontais-et-Villottier,25
cressonnier,Cressonnier,11
magentai,Magentai,8
magneux,Magneux,7
maillotin,Maillotin,9
mairyon,Mairyon,7
maisognat,Maisognat,9
manceen,Mancéen,7
marcillon,Marcillon,9
mardouillat,Mardouillat,11
mareuillat,Mareuillat,10
mareuillat,Mareuillat,10
marotier,Marotier,8
marfautiot,Marfautiot,10
marigniot,Marigniot,9
marollai,Marollai,8
marsonnier,Marsonnier,10
massigien,Massigien,9
matignicourtoi,Matignicourtoi,14
matouguai,Matouguai,9
mauruptoi,Mauruptoi,9
merfien,Merfien,7
merlaudier,Merlaudier,10
cahourds,Cahourds,8
moeursien,Moeursien,9
gaillot,Gaillot,7
moivriot,Moivriot,8
monceen,Moncéen,7
moncelot,Moncelot,8
mondementai,Mondementai,11
montoi,Montoi,6
montbresien,Montbrésien,11
monteprellot,Montéprellot,12
montgenostier,Montgenostier,13
monthelonier,Monthelonier,12
ignymontoi,Ignymontoi,10
montmiraillai,Montmiraillai,13
montmortai,Montmortai,10
morangissoi,Morangissoi,11
morsinoi,Morsinoi,8
moslinoi,Moslinoi,8
mourmelonnai,Mourmelonnai,12
mourmelonnai,Mourmelonnai,12
moussytier,Moussytier,10
muizonnai,Muizonnai,9
mutignyat,Mutignyat,9
nanteuillat,Nanteuillat,11
nigelloi,Nigelloi,8
houlot,Houlot,6
nogentai,Nogentai,8
norroissien,Norroissien,11
nuisementai,Nuisementai,11
houlot,Houlot,6
ogiat,Ogiat,5
ognat,Ognat,5
oiryat,Oiryat,6
olizien,Olizien,7
omyat,Omyat,5
orbacien,Orbacien,8
orconiat,Orconiat,8
ormoi,Ormoi,5
outinoi,Outinoi,7
outrepontoi,Outrepontoi,11
oyat,Oyat,4
pargnysien,Pargnysien,10
passavantin,Passavantin,11
passiats-grigniat,Passiats-Grigniat,17
pierritier,Pierritier,10
pleuriot,Pleuriot,8
plichancurtien,Plichancurtien,14
plivotier,Plivotier,9
pontcancien,Pontcancien,11
pognat,Pognat,6
poillotin,Poillotin,9
poitain,Poitain,7
pomacain,Pomacain,8
pontfabricien,Pontfabricien,13
possessien,Possessien,10
potangien,Potangien,9
pouillonai,Pouillonai,10
pourcien,Pourcien,8
pringyat,Pringyat,8
prosnoi,Prosnoi,7
prouillousien,Prouillousien,13
prunaysien,Prunaysien,10
puisieutin,Puisieutin,10
queudoi,Queudoi,7
recyot,Recyot,6
remoi,Rémoi,5
reuillat,Reuillat,8
reuvat,Reuvat,6
reveillonnai,Réveillonnai,12
rilloi,Rilloi,6
romanion,Romanion,8
rominacien,Rominacien,10
rosnaysien,Rosnaysien,10
rouffiot,Rouffiot,8
capouillat,Capouillat,10
saceen,Sacéen,6
godin,Godin,5
bricocorcellien,Bricocorcellien,15
stephanoi,Stéphanoi,9
stephanoi,Stéphanoi,9
germaniot,Germaniot,9
saint-gibriennot,"Saint Gibriennot",16
saint-gilloi,Saint-Gilloi,12
charbodier,Charbodier,10
saint-imogien,Saint-Imogien,13
saint-justois-et-sauvageon,"Saint-Justois et Sauvageon",26
escarnot,Escarnot,8
saint-mariot,Saint-Mariot,12
saint-martinot,Saint-Martinot,14
ablutien,Ablutien,8
saint-martinot,Saint-Martinot,14
saint-martinai,Saint-Martinai,14
saint-masmai,Saint-Masmai,12
mengeot,Mengeot,7
saint-oueniat,Saint-Oueniat,13
saint-pierrot,Saint-Pierrot,13
saint-quentinoi,Saint-Quentinoi,15
saint-quentinoi,Saint-Quentinoi,15
saint-quentinoi,Saint-Quentinoi,15
bouzemontoi,Bouzemontoi,11
saint-remyat,Saint-Remyat,12
saint-remillon,Saint-Remillon,14
saturninien,Saturninien,11
theodoricien,Théodoricien,12
utinoi,Utinoi,6
saint-gemmoi,Saint-Gemmoi,12
copiot,Copiot,6
menehildien,Ménéhildien,11
sapignicourtoi,Sapignicourtoi,14
sarceen,Sarcéen,7
saronoi,Saronoi,7
sarrysien,Sarrysien,9
savinien,Savinien,8
selloi,Selloi,6
septemsalicien,Septemsalicien,14
sermaizien,Sermaizien,10
sermate,Sermate,7
servoni,Servoni,7
sezannai,Sézannai,8
sillerotin,Sillerotin,10
sogniat,Sogniat,7
sognoliot,Sognoliot,9
somme-suippas,Somme-Suippas,13
astucier,Astucier,8
segalai,Segalai,7
sompinard,Sompinard,9
sommesouyat,Sommesouyat,11
sompuyot,Sompuyot,8
somsoyat,Somsoyat,8
songenat,Songenat,8
goyat,Goyat,5
soudeyot,Soudeyot,8
soudronier,Soudronier,10
soulangeoi,Soulangeoi,10
soulierat,Soulièrat,9
suippas,Suippas,7
suizyen,Suizyen,7
taissotin,Taissotin,9
talusien,Talusien,8
tauxieroi,Tauxièroi,9
tayon,Tayon,5
thiblot,Thiblot,7
thieblemontoi,Thiéblemontoi,13
thilois-thiloises,"Thilois Thiloises",17
thilloisien,Thilloisien,11
tillotin,Tillotin,8
aquatintien,Aquatintien,11
tognat,Tognat,6
tours-sur-marnai,Tours-sur-Marnai,16
treconnier,Tréconnier,10
trefolai,Tréfolai,8
trepaillot,Trépaillot,10
treslonnai,Treslonnai,10
trignassien,Trignassien,11
troissyat,Troissyat,9
unchairoi,Unchairoi,9
vadenot,Vadenot,7
vieroi,Vieroi,6
valmeysien,Valmeysien,10
vanautier,Vanautier,9
