rewrite,gentile_h_ville_impr1,gentile_h_ville_impr2,nomcaractère
saint-romanais,Saint-Romanais,
saint-sulpicien,Saint-Sulpicien,
saint-viatrais,Saint-Viâtrais,
saintannois,Saintannois,,11
salbrisien,Salbrisien,,10
sambinois,Sambinois,,9
santenois,Santenois,,9
sargetier,Sargetiers,,9
sassayen,Sassayens,,8
savinien,Savinien,,8
seigyssois,Seigyssois,,10
seillacois,Seillacois,,10
sellois,Sellois,,7
sellois,Sellois,,7
selommois,Selommois,,9
serisois,Sérisois,,8
seurois,Seurois,,7
sotomagien,Sotomagien,,10
soudaysien,Soudaysien,,10
souesmois,Souesmois,,9
sougeen,Sougéen,,7
sodobrien,Sodobrien,,9
talcein,Talcéin,,7
ternaysien,Ternaysien,,10
theillois,Theillois,,9
thenaysien,Thenaysien,,10
theseen,Théséen,,7
thoreen,Thoréen,,7
thouryssois,Thouryssois,,11
touraillon,Touraillon,,10
trehetien,Tréhétien,,9
triplevillois,Triplevillois,,13
troien,Troïens,,6
valairien,Valairien,,9
vallerien,Vallerien,,9
veilleinsois,Veilleinsois,,12
vendomois,Vendômois,,9
verdois,Verdois,,7
vernussois,Vernussois,,10
veuvois,Veuvois,,7
vieuviquois,Vieuviquois,,11
villardinois,Villardinois,,12
villabaronnais,Villabaronnais,,14
villeboutois,Villeboutois,,12
villacalvitien,Villacalvitien,,14
theopolitain,Théopolitain,,12
francvillois,Francvillois,,12
niovillien,Niovillien,,10
villeporcherois,Villeporcherois,,15
villerablais,Villerablais,,12
villerbonais,Villerbonais,,12
villeromanois,Villeromanois,,13
villetrunois,Villetrunois,,12
villiersois,Villiersois,,11
vinolien,Vinolien,,8
vouzonnais,Vouzonnais,,10
capraisien,Capraisien,,10
abrienais,Abrienais,,9
ailleutain,Ailleutain,,10
ambierlois,Ambierlois,,10
amionnais,Amionnais,,9
andreziens-boutheonnais,Andréziens-Bouthéonnais,
apinaquois,Apinaquois,,10
blotti,Blottis,,6
arconais,Arconais,,8
arthunois,Arthunois,,9
aveizieudaire,Aveizieudaires,,13
balbignois,Balbignois,,10
bardois,Bardois,,7
bellegardois,Bellegardois,,12
bellerochon,Bellerochon,,11
belmontais,Belmontais,,10
besserot,Besserot,,8
boennais,Boënnais,,8
boissetaire,Boissetaires,,11
grole,Groles,,5
bonsonnais,Bonsonnais,,10
bourguisan,Bourguisan,,10
boyerot,Boyerot,,7
briennonais,Briennonais,,11
bullycois,Bullyçois,,9
burdinand,Burdinands,,9
bussierois,Bussiérois,,10
calois,Çalois,,6
cellieutaire,Cellieutaires,,12
cerveras,Cerveras,,8
cezelen,Cezelens,,7
chagnotaire,Chagnotaires,,11
chalinois,Chalinois,,9
chalainois,Chalainois,,10
chalmazellois,Chalmazellois,,13
chambeonnais,Chambéonnais,,12
chamblou,Chamblou,,8
chambutaire,Chambutaires,,11
champdieulat,Champdieulat,,12
champolitain,Champolitain,,12
chandonnais,Chandonnais,,11
changynois,Changynois,,10
charliendin,Charliendin,,11
castelneuvien,Castelneuvien,,13
castelnevin,Castelnevin,,11
chateludaire,Châteludaires,,12
chausseterrien,Chausseterrien,,14
chavanois,Chavanois,,9
chazellard,Chazellard,,10
chazellois,Chazellois,,10
chausseterrois,Chausseterrois,,14
chevrotin,Chevrotin,,9
casamontois,Casamontois,,11
chuyard,Chuyard,,7
civensois,Civensois,,9
clepperot,Clepperot,,9
croquant,Croquants,,8
combrisard,Combrisard,,10
commellois,Commellois,,10
cordellois,Cordellois,,10
cottancois,Cottançois,,10
coutouvrais,Coutouvrais,,11
craintillois,Craintillois,,12
cremeausien,Cremeausien,,11
croizetois,Croizetois,,10
cuinzerot,Cuinzerot,,9
cuzieutaire,Cuzieutaires,,11
danceen,Dancéen,,7
dargorien,Dargorien,,9
doizerain,Doizerain,,9
ecochois,Ecochois,,8
ecotayien,Ecotayien,,9
sparcirot,Sparcirot,,9
essertinois,Essertinois,,11
essertinois,Essertinois,,11
estivalien,Estivalien,,10
farnayrot,Farnayrot,,9
forezien,Forézien,,8
appelou,Appelou,,7
fontaniard,Fontaniard,,10
fourneausien,Fourneausien,,12
fraissillou,Fraissillou,,11
genilacois,Genilacois,,10
grelan,Grêlan,,6
grammoniot,Grammoniot,,10
grezolois,Grézolois,,9
grezollois,Grézollois,,10
gumierois,Gumièrois,,9
jarnossien,Jarnossien,,10
jaseen,Jaséen,,6
montagnard,Montagnard,,10
jonzieutaire,Jonzieutaires,,12
juresien,Jurésien,,8
stratien,Stratien,,8
hospitalier,Hospitaliers,,11
pitarlas,Pitarlas,,8
hormois,Hormois,,7
bayerot,Bayerot,,7
chambacien,Chambacien,,10
chambougnat,Chambougnat,,11
chapelois,Chapelois,,9
chapelard,Chapelard,,9
feuillantin,Feuillantin,,11
gimoniot,Gimoniot,,8
grand-croisien,Grand-Croisien,
greslois,Greslois,,8
ricamandois,Ricamandois,,11
talaudierois,Talaudiérois,,12
dorlaisienne,Dorlaisienne,,12
tourangeois,Tourangeois,,11
tourtou,Tourtou,,7
vallaud,Vallaud,,7
rhutianger,Rhutiangers,,10
layen,Layens,,5
bessataire,Bessataires,,10
cergnerot,Cergnerot,,9
chambonnaire,Chambonnaires,,12
costellois,Costellois,,10
crozetais,Crozetais,,9
leigneusien,Leigneusien,,11
lentignois,Lentignois,,10
noesien,Noësien,,7
salard,Salard,,6
lezignolais,Lézignolais,,11
lorettois,Lorettois,,9
lupeen,Lupéen,,6
lurelois,Lurélois,,8
luriecquois,Luriecquois,,11
mablyrot,Mablyrot,,8
malecazalien,Malécazalien,,12
maclaire,Maclaires,,8
magneulat,Magneulat,,9
maizillon,Maizillon,,9
mallaviaud,Mallaviaud,,10
marcenodaire,Marcenodaires,,12
marcillois,Marcillois,,10
marcloptaire,Marcloptaires,,12
marcousat,Marcousat,,9
maringeon,Maringeon,,9
marlhien,Marlhien,,8
marolais,Marolais,,8
moraillon,Moraillon,,9
mizerois,Mizérois,,8
montagnard,Montagnard,,10
archimontois,Archimontois,,12
montbrisonnais,Montbrisonnais,,14
montchalien,Montchalien,,11
montrondais,Montrondais,,11
montverdunois,Montverdunois,,13
mornandais,Mornandais,,10
nanderot,Nanderot,,8
novalien,Novalien,,8
nerondois,Nérondois,,9
nervieuxin,Nervieuxin,,10
neulisien,Neulisien,,9
noaillerot,Noaillerot,,10
netrablais,Nétrablais,,10
boscois,Boscois,,7
ouchois,Ouchois,,7
palognas,Palognas,,8
panissierois,Panissièrois,,12
parignycien,Parignycien,,11
pavezinois,Pavezinois,,10
pelussinois,Pélussinois,,11
perignois,Pérignois,,9
pariodin,Pariodin,,8
pinayon,Pinayon,,7
planfoyard,Planfoyard,,10
poncinois,Poncinois,,9
pouillerot,Pouillerot,,10
pouillerot,Pouillerot,,10
pouillerot,Pouillerot,,10
pradinois,Pradinois,,9
pralonais,Pralonais,,9
prescusserien,Prescussérien,,13
regnycois,Régnycois,,9
renaisonnais,Renaisonnais,,12
riorgeois,Riorgeois,,9
rivatier,Rivatiers,,8
ripagerien,Ripagérien,,10
roannais,Roannais,,8
rochelois,Rochelois,,9
rouchon,Rouchon,,7
rozierois,Roziérois,,9
rozierois,Rozierois,,9
saillois,Saillois,,8
couzanais,Couzanais,,9
albanais,Albanais,,8
apchonnais,Apchonnais,,10
podoandreen,Podoandréen,,11
godelon,Godelon,,7
cacamerlot,Cacamerlot,,10
saint-bonnetaire,Saint-Bonnétaires,
couramiaud,Couramiaud,,10
christodaire,Christodaires,,12
cypriennois,Cypriennois,,11
saint-cyrien,Saint-Cyrien,
saint-cyrien,Saint-Cyrien,
dionysien,Dionysien,,9
saint-douniere,Saint-Dounières,
desiderien,Désidérien,,10
stephanois,Stéphanois,,10
baldomerien,Baldomérien,,11
lerptien,Lerptien,,8
genesien,Genésien,,8
saint-georgien,Saint-Georgien,
germanois,Germanois,,9
saint-haonnois,Saint-Haonnois,
saint-haonnois,Saint-Haonnois,
heandais,Héandais,,8
saint-jeandaire,Saint-Jeandaires,
gildarien,Gildarien,,9
saint-josephois,Saint-Josephois,
julienois,Juliénois,,9
piraillon,Piraillon,,9
saint-justois,Saint-Justois,
saint-juraud,Saint-Juraud,
sanjustois,Sanjustois,,10
pontrambertois,Pontrambertois,,14
laurentin,Laurentin,,9
ligerot,Ligérot,,7
felinois,Félinois,,8
marcellinois,Marcellinois,,12
saint-martinois,Saint-Martinois,
saint-martinaire,Saint-Martinaires,
saint-martinois,Saint-Martinois,
saint-martinois,Saint-Martinois,
gargomancois,Gargomançois,,12
san-miardere,San-Miardères,
nizois,Nizois,,6
cornillonais,Cornillonais,,12
sampoutaire,Sampoutaires,,11
petribovin,Pétribovin,,10
saint-polguais,Saint-Polguais,
mounard,Mounard,,7
cointarant,Cointarants,,10
saint-romanaire,Saint-Romanaires,
saint-romanais,Saint-Romanais,
romanais,Romanais,,8
san-roumi,San-Roumi,
san-salvatorien,San-Salvatorien,
saint-sixtois,Saint-Sixtois,
symphorinois,Symphorinois,,12
thomasien,Thomasien,,9
saint-thurinois,Saint-Thurinois,
saint-victorien,Saint-Victorien,
vincentinois,Vincentinois,,12
saint-agathois,Saint-Agathois,
saint-agathois,Saint-Agathois,
colombin,Colombin,,8
cartusien,Cartusien,,9
fidesien,Fidésien,,8
saltois,Saltois,,7
salvizinois,Salvizinois,,11
sauvagnard,Sauvagnard,,10
savignolais,Savignolais,,11
sevelingeois,Sevelingeois,,12
sorberan,Sorbéran,,8
souternois,Souternois,,10
suriquois,Suriquois,,9
tarentaisien,Tarentaisien,,12
tartarinaire,Tartarinaires,,12
thelinand,Thélinands,,9
trelinois,Trelinois,,9
uniassien,Uniassien,,9
unieutaire,Unieutaires,,10
urbisois,Urbisois,,8
ussonnais,Ussonnais,,9
valeillois,Valeillois,,10
valfleurantin,Valfleurantin,,13
veauchois,Veauchois,,9
veauchetaire,Veauchetaires,,12
vendrangeois,Vendrangeois,,12
verannaire,Vérannaires,,10
verinois,Vérinois,,8
verrierien,Verriérien,,10
villardaire,Villardaires,,11
villemontois,Villemontois,,12
villerestois,Villerestois,,12
villersois,Villersois,,10
violaysien,Violaysien,,10
viriciaud,Viriciaud,,9
virignere,Virignères,,9
vivanais,Vivanais,,8
vougerot,Vougerot,,8
agnatois,Agnatois,,8
aiguilhais,Aiguilhais,,10
allegrat,Allegrat,,8
alleyracois,Alleyracois,,11
araulais,Araulais,,8
arlempdois,Arlempdois,,10
arsacois,Arsacois,,8
aurecois,Aurecois,,8
autracois,Autracois,,9
auzonnais,Auzonnais,,9
azeratois,Azératois,,9
bainsois,Bainsois,,8
bargeois,Bargeois,,8
bassois,Bassois,,7
beyot,Beyot,,5
beauzacois,Beauzacois,,10
bellimontain,Bellimontain,,12
berbezien,Berbezien,,9
blanzacois,Blanzacois,,10
blassadier,Blassadiers,,10
blavozien,Blavozien,,9
bleslois,Bleslois,,8
boissetou,Boissetou,,9
bonnevalois,Bonnevalois,,11
bornais,Bornais,,7
bournonclois,Bournonclois,,12
brivadois,Brivadois,,9
brivois,Brivois,,7
cayrois,Cayrois,,7
cellen,Cellens,,6
ceyssacois,Ceyssacois,,10
chadracois,Chadracois,,10
chadronnais,Chadronnais,,11
chamalierois,Chamaliérois,,12
champagnacois,Champagnacois,,13
chanteugeois,Chanteugeois,,12
chaspinhacois,Chaspinhacois,,13
chaspuzacois,Chaspuzacois,,12
chastelou,Chastelou,,9
chaudeyrollais,Chaudeyrollais,,14
chavaniacois,Chavaniacois,,12
chenereillois,Chenereillois,,13
chilhacois,Chilhacois,,10
chalmelien,Chalmélien,,10
cohadoux,Cohadoux,,8
collafois,Collafois,,9
connanglois,Connanglois,,11
costarossien,Costarossien,,12
coubonais,Coubonais,,9
craponnais,Craponnais,,10
croisancier,Croisanciers,,11
cussacois,Cussacois,,9
domeyratois,Domeyratois,,11
dunierois,Dunièrois,,9
espaviot,Espaviot,,8
faynois,Faynois,,7
felinois,Félinois,,8
ferrussacois,Ferrussacois,,12
fixois,Fixois,,6
fontannois,Fontannois,,10
frugerois,Frugérois,,9
goudetois,Goudetois,,9
grazacois,Grazacois,,9
javauguois,Javauguois,,10
jaxou,Jaxou,,5
julliangeois,Julliangeois,,12
casadeen,Casadéen,,8
chapelou,Chapelou,,8
chapellon,Chapellon,,9
chomettois,Chomettois,,10
seauvois,Séauvois,,8
farrou,Farrou,,6
lamothois,Lamothois,,9
landossien,Landossien,,10
langeadois,Langeadois,,10
lantriacois,Lantriacois,,11
laptois,Laptois,,7
laussonnais,Laussonnais,,11
lavallois,Lavallois,,9
lavadeen,Lavadéen,,8
lavoutois,Lavoutois,,9
lavoutois,Lavoutois,,9
bouchitois,Bouchitois,,10
brignonais,Brignonais,,10
chambonnais,Chambonnais,,11
mas-tencois,Mas-Tençois,
monasterois,Monastérois,,11
pertuisien,Pertuisien,,10
ponot,Ponot,,5
lempdais,Lempdais,,8
establain,Establain,,9
vastrou,Vastrou,,7
villettois,Villettois,,10
lissacois,Lissacois,,9
lorlangeais,Lorlangeais,,11
loudois,Loudois,,7
lubilhacois,Lubilhacois,,11
malreversois,Malreversois,,12
malvalettois,Malvalettois,,12
malvierois,Malvièrois,,10
mazetois,Mazetois,,8
mezerois,Mézèrois,,8
monistrolien,Monistrolien,,12
monletois,Monletois,,9
montfauconnais,Montfauconnais,,14
morganais,Morganais,,9
moudeyrois,Moudeyrois,,10
paulhacois,Paulhacois,,10
paulhaguetois,Paulhaguétois,,13
piperacois,Pipéraçois,,10
pinolais,Pinolais,,8
polignacois,Polignacois,,11
pontois,Pontois,,7
pradelain,Pradelain,,9
presaillou,Présaillou,,10
raucoulois,Raucoulois,,10
retournacois,Retournacois,,12
riotordois,Riotordois,,10
rosierois,Rosiérois,,9
saint-christophorien,Saint-Christophorien,
desiderien,Désidérien,,10
saindierois,Saindiérois,,11
stephanois,Stéphanois,,10
san-ferrois,San-Ferrois,
saint-frontain,Saint-Frontain,
geneysien,Geneysien,,9
auracois,Auracois,,8
saint-georgeois,Saint-Georgeois,
saint-germinois,Saint-Germinois,
saint-ilpizien,Saint-Ilpizien,
saint-jeurois,Saint-Jeurois,
capitolien,Capitolien,,10
ancelois,Ancelois,,8
julipinois,Julipinois,,10
saint-justaire,Saint-Justaires,
saint-mauricois,Saint-Mauriçois,
saint-palou,Saint-Palou,
san-palou,San-Palou,
saint-palin,Saint-Palin,
ruessien,Ruessien,,8
campopedrocilien,Campopedrocilien,,16
saint-priestois,Saint-Priestois,
privatois,Privatois,,9
san-roumi,San-Roumis,
saint-vertois,Saint-Vertois,
saint-vitournaire,Saint-Vitournaires,
valladier,Valladiers,,9
florinois,Florinois,,9
sigolenois,Sigolénois,,10
salettois,Salettois,,9
sanssacois,Sanssacois,,10
sauguain,Sauguain,,8
sembadelois,Sembadelois,,11
seneujolais,Séneujolais,,11
siauguain,Siauguain,,9
solignacois,Solignacois,,11
solignacois,Solignacois,,11
tencois,Tençois,,7
thorassien,Thorassien,,10
tirangeois,Tirangeois,,10
valladier,Valladiers,,9
varennou,Varennou,,8
venteugeois,Venteugeois,,11
vergezacois,Vergezacois,,11
vergongheonnais,Vergongheonnais,,15
brivadois,Brivadois,,9
voreysien,Voreysien,,9
yssingelais,Yssingelais,,11
abbarois,Abbarois,,8
aigrefeuillais,Aigrefeuillais,,14
ancenien,Ancenien,,8
anetzien,Anetzien,,8
arthonnais,Arthonnais,,10
asseracais,Asséracais,,10
avessacais,Avessacais,,10
barbechatain,Barbechatain,,12
goulainais,Goulainais,,10
batzien,Batzien,,7
belligneen,Bellignéen,,10
besnetin,Besnétin,,8
blinois,Blinois,,7
bonnoeuvrien,Bonnoeuvrien,,12
bosceen,Boscéen,,7
bouesien,Bouésien,,8
bouguenaisien,Bouguenaisien,,13
novembourgeois,Novembourgeois,,14
boussiron,Boussiron,,9
bouvronnais,Bouvronnais,,11
brennois,Brennois,,8
campbonnais,Campbonnais,,11
carquefolien,Carquefolien,,12
cassonnais,Cassonnais,,10
castelthebaldais,Castelthébaldais,,16
castelbriantais,Castelbriantais,,15
chauveen,Chauvéen,,8
cheixois,Cheixois,,8
chemereen,Chéméréen,,9
clissonnais,Clissonnais,,11
conquereuillais,Conquereuillais,,15
corcoueen,Corcouéen,,9
cordemaisien,Cordemaisien,,12
corseptin,Corseptin,,9
coueronnais,Coueronnais,,11
couffeen,Coufféen,,8
crossacais,Crossacais,,10
dervalais,Dervalais,,9
dongeois,Dongeois,,8
dreffeen,Drefféen,,8
erbreen,Erbréen,,7
fayen,Fayens,,5
fegreacais,Fégréacais,,10
ferceen,Fercéen,,7
fresnaysien,Fresnaysien,,11
frossetain,Frossetain,,10
genestonnais,Genestonnais,,12
getignois,Gétignois,,9
gorgeois,Gorgeois,,8
alverne,Alvernes,,7
grandchampenois,Grandchampenois,,15
guemeneen,Guémenéen,,9
guerinois,Guérinois,,9
guerandais,Guérandais,,10
goulainais,Goulainais,,10
herbignacais,Herbignacais,,12
hericois,Héricois,,8
indrais,Indrais,,7
isseen,Isséen,,6
janseen,Janséen,,7
joveen,Jovéen,,6
juigneen,Juignéen,,8
baulois,Baulois,,7
bernerien,Bernerien,,9
boissierien,Boissiérien,,11
chapelain,Chapelain,,9
marais-chapelain,"Marais Chapelain",
glainois,Glainois,,8
heulinois,Heulinois,,9
capellaunesien,Capellaunésien,,14
capellosalvien,Capellosalvien,,14
chapelain,Chapelain,,9
chevalleraisien,Chevalleraisien,,15
chevrollien,Chevrollien,,11
grigonnaisien,Grigonnaisien,,13
hayonnais,Hayonnais,,9
limouzin,Limouzin,,8
marnais,Marnais,,7
meillereen,Meilleréen,,10
montagnard,Montagnard,,10
plainais,Plainais,,8
planchot,Planchot,,8
regrippierois,Regrippiérois,,13
remaudierois,Remaudièrois,,12
roche-blanchais,Roche-Blanchais,
rouxierois,Rouxiérois,,10
turballais,Turballais,,10
lavausien,Lavausien,,9
bignonnais,Bignonnais,,10
cellarien,Cellarien,,9
croisicais,Croisicais,,10
fresnois,Fresnois,,8
gavrais,Gâvrais,,7
landreen,Landréen,,8
lorousain,Lorousain,,9
palletais,Palletais,,9
pellerinais,Pellerinais,,11
pinois,Pinois,,6
pouliguennais,Pouliguennais,,13
templier,Templiers,,8
legeen,Legéen,,6
monasterien,Monastérien,,11
sorinierois,Soriniérois,,11
touchois,Touchois,,8
ligneen,Lignéen,,7
locferien,Locférien,,9
lusanceen,Lusancéen,,9
machecoulais,Machecoulais,,12
maisdonnais,Maisdonnais,,11
malvillois,Malvillois,,10
marsacais,Marsacais,,9
masseraceen,Masséracéen,,11
maumussonnais,Maumussonnais,,13
malvien,Malvien,,7
mesangeen,Mesangéen,,9
mesquerais,Mesquerais,,10
missillacais,Missillacais,,12
moisdonnais,Moisdonnais,,11
monnierois,Monniérois,,10
montbertain,Montbertain,,11
montoirin,Montoirin,,9
montrelaisien,Montrelaisien,,13
mouaisien,Mouaisien,,9
mouzeillais,Mouzeillais,,11
mouzillonnais,Mouzillonnais,,13
nantais,Nantais,,7
nortais,Nortais,,7
landais,Landais,,7
noyalais,Noyalais,,8
nozeen,Nozéen,,6
orvaltais,Orvaltais,,9
oudonnais,Oudonnais,,9
paimblotin,Paimblotin,,10
panneceen,Pannecéen,,9
paluceen,Palucéen,,8
alverne,Alvernes,,7
marsien,Marsien,,7
pierricais,Pierricais,,10
piriacais,Piriacais,,9
plesseen,Plesséen,,8
martipontain,Martipontain,,12
pontchatelain,Pontchâtelain,,13
pornicais,Pornicais,,9
pornichetin,Pornichétin,,11
port-saint-perin,Port-Saint-Périn,
cotellois,Cotellois,,9
prefaillais,Préfaillais,,11
prinquelais,Prinquelais,,11
puceulois,Puceulois,,9
quilleron,Quilleron,,9
remouilleen,Remouilléen,,11
rezeen,Rezéen,,6
riailleen,Riailléen,,9
rouansais,Rouansais,,9
rougeen,Rougéen,,7
ruffignolais,Ruffignolais,,12
saffreen,Saffréen,,8
aignanais,Aignanais,,9
andreanais,Andréanais,,10
aubinois,Aubinois,,8
brevinois,Brévinois,,9
colombanais,Colombanais,,11
stephanois,Stéphanois,,10
stephanois,Stéphanois,,10
saint-fiacrais,Saint-Fiacrais,
saint-gereonais,Saint-Géréonais,
gildasien,Gildasien,,9
herblinois,Herblinois,,10
saint-herblonnais,Saint-Herblonnais,
chaleonnais,Chaléonnais,,11
hilairois,Hilairois,,9
boiseen,Boiséen,,7
brieron,Briéron,,7
concellois,Concellois,,10
vouvantais,Vouvantais,,10
legerien,Légérien,,8
luminais,Luminais,,8
luminois,Luminois,,8
lyphardais,Lyphardais,,10
malouin,Malouin,,7
saint-marin,Saint-Marin,
marsien,Marsien,,7
saint-marsien,Saint-Marsien,
tenumemois,Ténumémois,,10
michelois,Michelois,,9
mendolphin,Mendolphin,,10
nazairien,Nazairien,,9
nicolasien,Nicolasien,,10
perezien,Pérézien,,8
saint-philibertain,Saint-Philibertain,
sebastiennais,Sébastiennais,,13
sulpicien,Sulpicien,,9
vitalien,Vitalien,,8
vincentais,Vincentais,,10
brivetain,Brivetain,,9
luceen,Lucéen,,6
pazennais,Pazennais,,9
reinois,Reinois,,7
sautronnais,Sautronnais,,11
savenaisien,Savenaisien,,11
severacais,Sévéracais,,10
sionnais,Sionnais,,8
soudanais,Soudanais,,9
soulvachaise,Soulvachaises,,12
suceen,Sucéen,,6
teilleen,Teilléen,,8
thoureenn,Thouréenn,,9
touvoisien,Touvoisien,,10
transeen,Transéen,,8
treffiolais,Treffiolais,,11
treillierain,Treilliérain,,12
trignacais,Trignacais,,10
valletais,Valletais,,9
varadais,Varadais,,8
vayen,Vayens,,5
vertavien,Vertavien,,9
vieillevignois,Vieillevignois,,14
vignolais,Vignolais,,9
villepotais,Villepotais,,11
vritzien,Vritzien,,8
vezien,Vézien,,6
adonnais,Adonnais,,8
aillantais,Aillantais,,10
amillois,Amillois,,8
andonvillois,Andonvillois,,12
ardonnais,Ardonnais,,9
artenaysien,Artenaysien,,11
ascherois,Aschérois,,9
ansculfussien,Ansculfussien,,13
attrayen,Attrayens,,8
audevillois,Audevillois,,11
augervillois,Augervillois,,12
alnetais,Alnétais,,8
altracien,Altracien,,9
castelautryen,Castelautryens,,13
auvillois,Auvillois,,9
auxyois,Auxyois,,7
bacconnais,Bacconnais,,10
barvillois,Barvillois,,10
batillois,Batillois,,9
batillois,Batillois,,9
baulois,Baulois,,7
bazochon,Bazochon,,8
bazochois,Bazochois,,9
beauchampois,Beauchampois,,12
balgencien,Balgencien,,10
belloceen,Bellocéen,,9
beaunois,Beaunois,,8
bellegardois,Bellegardois,,12
boessois,Boëssois,,8
boignacien,Boignacien,,10
boiscommunois,Boiscommunois,,13
boscomorandais,Boscomorandais,,14
boisselien,Boisselien,,10
bondarais,Bondarais,,9
bonneen,Bonnéen,,7
bonnychon,Bonnychon,,9
roucois,Roucois,,7
boumien,Boumien,,7
belgiacobois,Belgiacobois,,12
bouillerin,Bouillerin,,10
boulaysien,Boulaysien,,10
bouzonvillois,Bouzonvillois,,13
bulzacien,Bulzacien,,9
boynot,Boynot,,6
abraysien,Abraysien,,9
bretaulucien,Brétaulucien,,12
briarois,Briarois,,8
briarrois,Briarrois,,9
bricyois,Bricyois,,8
bromeillois,Bromeillois,,11
bucyois,Bucyois,,7
buceen,Bucéen,,6
cepoyen,Cepoyens,,7
cercottois,Cercottois,,10
cerdonnais,Cerdonnais,,10
cernoyen,Cernoyens,,8
cesarvilloises-dossainvillois,Césarvillois-Dossainvillois,
calliacien,Calliacien,,10
cambien,Cambien,,7
chalettois,Chalettois,,10
chambonnais,Chambonnais,,11
champoulois,Champoulois,,11
chanteausien,Chanteausien,,12
chantecoquois,Chantecoquois,,13
chapelonais,Chapelonais,,11
charmontois,Charmontois,,11
charsonvillois,Charsonvillois,,14
chateaurenardais,Châteaurenardais,,16
castelneuvien,Castelneuvien,,13
castaneen,Castanéen,,9
chatillonnais,Chatillonnais,,13
chatillonnais,Châtillonnais,,13
chatillonnais,Châtillonnais,,13
calcedonien,Calcédonien,,11
cacien,Cacien,,6
chevannois,Chevannois,,10
chevillonnois,Chevillonnois,,13
chevillois,Chevillois,,10
chevriot,Chevriot,,8
chilleurois,Chilleurois,,11
chuellois,Chuellois,,9
clericois,Cléricois,,9
coincois,Coinçois,,8
combleusien,Combleusien,,11
combreusien,Combreusien,,11
conflonais,Conflonais,,10
corbeillois,Corbeillois,,11
guillerois,Guillerois,,10
cortratien,Cortratien,,10
coudrayais,Coudrayais,,10
coudroyen,Coudroyens,,9
coullonnais,Coullonnais,,11
colmerien,Colmérien,,9
courcellois,Courcellois,,11
courceen,Courcéen,,8
courtemalien,Courtemalien,,12
courtempierrois,Courtempierrois,,15
curtinien,Curtinien,,9
